canonical_task_id,harnesses_tried,deduplicated_attempts,graded_attempts,successful_attempts,accuracy_winner_harnesses,accuracy_winner_samples,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,token_winner_trial,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,cost_winner_trial,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job,time_winner_trial,token_winner_trace_path,token_winner_trace_status,cost_winner_trace_path,cost_winner_trace_status,time_winner_trace_path,time_winner_trace_status
pydata__xarray-4075,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,13,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/4,129075,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-4075__74025d2,0.1353,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pydata__xarray-4075__6BPrD5F,75.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-4075__74025d2,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-4075__74025d2/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pydata__xarray-4075__6BPrD5F/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-4075__74025d2/trajectory.json.gz,downloaded
pydata__xarray-4094,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,11,11,8,claude-code; codex; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 4/4,72138,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,pydata__xarray-4094__ga3YZt3,6.1187,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pydata__xarray-4094__ghTBtq9,283.7,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,pydata__xarray-4094__UdExNGN,swebench-verified-winning-traces/0017241088a1/pydata__xarray-4094__ga3YZt3/trajectory.json.gz,existing,swebench-verified-winning-traces/1d4355e54894/pydata__xarray-4094__ghTBtq9/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/pydata__xarray-4094__UdExNGN/trajectory.json.gz,downloaded
pydata__xarray-4356,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,146,128,15,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 1/3; codex 1/2; mini-swe-agent 8/117; opencode 2/2; subconscious-code 3/3,93331,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,6d2bcabfb680,pydata__xarray-4356__jfkmpKe,0.0371,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,6d2bcabfb680,pydata__xarray-4356__jfkmpKe,172.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-4356__3aacf6f,swebench-verified-winning-traces/6d2bcabfb680/pydata__xarray-4356__jfkmpKe/trajectory.json.gz,downloaded,swebench-verified-winning-traces/6d2bcabfb680/pydata__xarray-4356__jfkmpKe/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-4356__3aacf6f/trajectory.json.gz,downloaded
pydata__xarray-4629,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,7,claude-code; codex; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 3/3,31361,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-4629__29545f8,0.5461,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pydata__xarray-4629__Mev8Qjy,69.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-4629__29545f8,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-4629__29545f8/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/pydata__xarray-4629__Mev8Qjy/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-4629__29545f8/trajectory.json.gz,downloaded
pydata__xarray-4687,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,130,56,23,codex; mini-swe-agent; opencode; pi,codex 2/2; mini-swe-agent 18/45; opencode 2/2; pi 1/1,438260,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,cfe4b60a18bf,pydata__xarray-4687__pihLwgX,0.0906,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,cfe4b60a18bf,pydata__xarray-4687__pihLwgX,426.7,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,pydata__xarray-4687__LyBFzkJ,swebench-verified-winning-traces/cfe4b60a18bf/pydata__xarray-4687__pihLwgX/trajectory.json.gz,downloaded,swebench-verified-winning-traces/cfe4b60a18bf/pydata__xarray-4687__pihLwgX/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/pydata__xarray-4687__LyBFzkJ/trajectory.json.gz,downloaded
pydata__xarray-4695,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,9,claude-code; codex; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; opencode 1/1; pi 1/1; subconscious-code 3/3,180868,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-4695__5b4a32f,4.6543,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pydata__xarray-4695__oBQFyga,107.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-4695__5b4a32f,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-4695__5b4a32f/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/pydata__xarray-4695__oBQFyga/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-4695__5b4a32f/trajectory.json.gz,downloaded
pydata__xarray-4966,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,14,10,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 5/5,173203,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,pydata__xarray-4966__GNZsKJN,0.8928,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pydata__xarray-4966__wfSGWf4,64.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-4966__ed2a413,swebench-verified-winning-traces/63518ecf1697/pydata__xarray-4966__GNZsKJN/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pydata__xarray-4966__wfSGWf4/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-4966__ed2a413/trajectory.json.gz,downloaded
pydata__xarray-6461,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,164,128,31,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 3/5; codex 2/4; mini-swe-agent 22/112; opencode 1/1; subconscious-code 3/4,109915,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,c7cc16cd26f6,pydata__xarray-6461__nvMnwLZ,0.0279,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,c7cc16cd26f6,pydata__xarray-6461__nvMnwLZ,99.8,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-6461__017067a,swebench-verified-winning-traces/c7cc16cd26f6/pydata__xarray-6461__nvMnwLZ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c7cc16cd26f6/pydata__xarray-6461__nvMnwLZ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-6461__017067a/trajectory.json.gz,downloaded
pydata__xarray-6599,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,4,claude-code; codex; opencode; pi,claude-code 1/2; codex 1/1; opencode 1/1; pi 1/1,940355,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,pydata__xarray-6599__DAaM4gV,6.2882,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pydata__xarray-6599__P2pEtfc,289.8,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,pydata__xarray-6599__DAaM4gV,swebench-verified-winning-traces/c57b386851fd/pydata__xarray-6599__DAaM4gV/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/pydata__xarray-6599__P2pEtfc/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/pydata__xarray-6599__DAaM4gV/trajectory.json.gz,downloaded
pydata__xarray-6721,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,89,37,29,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 2/2; mini-swe-agent 19/25; opencode 1/1; pi 1/1; subconscious-code 4/4,94683,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pydata__xarray-6721__b7e7f82,0.035,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,ad32df7854bb,pydata__xarray-6721__5pbTGa8,120.1,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-6721__c3fbe4f,swebench-verified-winning-traces/187f0c30fc5f/pydata__xarray-6721__b7e7f82/trajectory.json.gz,downloaded,swebench-verified-winning-traces/ad32df7854bb/pydata__xarray-6721__5pbTGa8/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-6721__c3fbe4f/trajectory.json.gz,downloaded
pydata__xarray-6744,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,37,24,9,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 2/3; mini-swe-agent 1/13; opencode 1/1; subconscious-code 3/3,342170,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-6744__11fb751,0.3621,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pydata__xarray-6744__smMcRzf,212.8,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pydata__xarray-6744__11fb751,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-6744__11fb751/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pydata__xarray-6744__smMcRzf/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pydata__xarray-6744__11fb751/trajectory.json.gz,downloaded
pydata__xarray-6938,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,23,13,1,mini-swe-agent,mini-swe-agent 1/2,2017405,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pydata__xarray-6938__VgWZiHZ,0.3639,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pydata__xarray-6938__VgWZiHZ,449.5,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pydata__xarray-6938__VgWZiHZ,swebench-verified-winning-traces/d2cf5ec25625/pydata__xarray-6938__VgWZiHZ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pydata__xarray-6938__VgWZiHZ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pydata__xarray-6938__VgWZiHZ/trajectory.json.gz,downloaded
pydata__xarray-6992,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,90,37,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
pydata__xarray-7229,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,30,24,4,claude-code; codex; opencode,claude-code 1/4; codex 2/2; opencode 1/1,1071283,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,pydata__xarray-7229__6BSf9ea,17.2856,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pydata__xarray-7229__5PqhwBa,553.3,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,pydata__xarray-7229__6BSf9ea,swebench-verified-winning-traces/b1a03feecef5/pydata__xarray-7229__6BSf9ea/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/pydata__xarray-7229__5PqhwBa/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/pydata__xarray-7229__6BSf9ea/trajectory.json.gz,downloaded
pydata__xarray-7233,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,9,claude-code; codex; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; opencode 1/1; pi 1/1; subconscious-code 3/3,140089,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,pydata__xarray-7233__hJxZYuT,4.7754,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pydata__xarray-7233__jfuVHdz,126.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,pydata__xarray-7233__hJxZYuT,swebench-verified-winning-traces/0017241088a1/pydata__xarray-7233__hJxZYuT/trajectory.json.gz,existing,swebench-verified-winning-traces/1d4355e54894/pydata__xarray-7233__jfuVHdz/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/pydata__xarray-7233__hJxZYuT/trajectory.json.gz,existing
pydata__xarray-7393,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,333,302,250,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,claude-code 4/5; codex 4/6; mini-swe-agent 233/282; opencode 1/1; pi 2/2; subconscious-code 5/5; unknown 1/1,189030,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,38b024d751d5,pydata__xarray-7393__C4A76vo,0.0352,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,38b024d751d5,pydata__xarray-7393__C4A76vo,105.7,mini-swe-agent,mini-swe-agent | glm | e2b | python,18e22c7501ca,pydata__xarray-7393__Pq3EUrr,swebench-verified-winning-traces/38b024d751d5/pydata__xarray-7393__C4A76vo/trajectory.json.gz,downloaded,swebench-verified-winning-traces/38b024d751d5/pydata__xarray-7393__C4A76vo/trajectory.json.gz,downloaded,swebench-verified-winning-traces/18e22c7501ca/pydata__xarray-7393__Pq3EUrr/trajectory.json.gz,downloaded
pylint-dev__pylint-4551,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,2,claude-code; opencode,claude-code 1/2; opencode 1/1,2280914,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,pylint-dev__pylint-4551__rNHoJp6,1.7472,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,pylint-dev__pylint-4551__rNHoJp6,293.6,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,pylint-dev__pylint-4551__UiT5Apn,swebench-verified-winning-traces/63ca9a349e63/pylint-dev__pylint-4551__rNHoJp6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/pylint-dev__pylint-4551__rNHoJp6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/pylint-dev__pylint-4551__UiT5Apn/trajectory.json.gz,downloaded
pylint-dev__pylint-4604,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,24,20,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
pylint-dev__pylint-4661,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,24,19,1,opencode,opencode 1/1,2176554,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,pylint-dev__pylint-4661__fVGQSae,,,,,,524.1,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,pylint-dev__pylint-4661__fVGQSae,swebench-verified-winning-traces/c57b386851fd/pylint-dev__pylint-4661__fVGQSae/trajectory.json.gz,downloaded,,not_selected,swebench-verified-winning-traces/c57b386851fd/pylint-dev__pylint-4661__fVGQSae/trajectory.json.gz,downloaded
pylint-dev__pylint-4970,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,13,5,claude-code; codex; mini-swe-agent; opencode; pi,claude-code 1/3; codex 1/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1,124615,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,pylint-dev__pylint-4970__60b8217,0.6013,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pylint-dev__pylint-4970__Eoonxk9,526.2,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,pylint-dev__pylint-4970__WfZ7zjV,swebench-verified-winning-traces/1970c693b4a5/pylint-dev__pylint-4970__60b8217/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pylint-dev__pylint-4970__Eoonxk9/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/pylint-dev__pylint-4970__WfZ7zjV/trajectory.json.gz,downloaded
pylint-dev__pylint-6386,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,13,7,claude-code; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/4,641011,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,pylint-dev__pylint-6386__u6LbZtX,0.214,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pylint-dev__pylint-6386__PKDvT9q,288.0,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pylint-dev__pylint-6386__75rfjQY,swebench-verified-winning-traces/0017241088a1/pylint-dev__pylint-6386__u6LbZtX/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/pylint-dev__pylint-6386__PKDvT9q/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/pylint-dev__pylint-6386__75rfjQY/trajectory.json.gz,downloaded
pylint-dev__pylint-6528,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,11,11,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
pylint-dev__pylint-6903,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,14,9,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/3; opencode 1/1; subconscious-code 3/4,40906,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,pylint-dev__pylint-6903__68Eom9J,0.1228,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pylint-dev__pylint-6903__PpvSbSx,39.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,pylint-dev__pylint-6903__d585c4d,swebench-verified-winning-traces/0017241088a1/pylint-dev__pylint-6903__68Eom9J/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/pylint-dev__pylint-6903__PpvSbSx/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/pylint-dev__pylint-6903__d585c4d/trajectory.json.gz,downloaded
pylint-dev__pylint-7080,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,6,claude-code; codex; mini-swe-agent; opencode,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1,1689854,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,pylint-dev__pylint-7080__df9b262,1.4781,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pylint-dev__pylint-7080__AVamKJQ,610.5,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,pylint-dev__pylint-7080__df9b262,swebench-verified-winning-traces/a68304ea3a4a/pylint-dev__pylint-7080__df9b262/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pylint-dev__pylint-7080__AVamKJQ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/a68304ea3a4a/pylint-dev__pylint-7080__df9b262/trajectory.json.gz,downloaded
pylint-dev__pylint-7277,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,38,24,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
pylint-dev__pylint-8898,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,8,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 2/3,220951,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pylint-dev__pylint-8898__89e7de6,0.5156,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pylint-dev__pylint-8898__ZuGfp29,110.8,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,pylint-dev__pylint-8898__89e7de6,swebench-verified-winning-traces/472ee1f9d42c/pylint-dev__pylint-8898__89e7de6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pylint-dev__pylint-8898__ZuGfp29/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/pylint-dev__pylint-8898__89e7de6/trajectory.json.gz,downloaded
pytest-dev__pytest-10051,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,7,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; subconscious-code 2/3,356976,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,pytest-dev__pytest-10051__3YanBtG,0.3502,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,pytest-dev__pytest-10051__yWAjbgB,197.7,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,pytest-dev__pytest-10051__VrocyMW,swebench-verified-winning-traces/63518ecf1697/pytest-dev__pytest-10051__3YanBtG/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/pytest-dev__pytest-10051__yWAjbgB/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/pytest-dev__pytest-10051__VrocyMW/trajectory.json.gz,downloaded
